Color,R,G,B,NormR,NormG,NormB,
Gray53Pink43,185,113,107,0.45679,0.279012,0.264198,Psoriasis1
Gray73Pink52,158,95,89,0.461988,0.277778,0.260234,Psoriasis1
Gray69Pink49,166,102,92,0.461111,0.283333,0.255556,Psoriasis1
Gray66Pink46,170,116,107,0.43257,0.295165,0.272265,Psoriasis1
Gray76Pink67,119,50,50,0.543379,0.228311,0.228311,Psoriasis1
Gray74Pink63,130,59,59,0.524194,0.237903,0.237903,Psoriasis1
Gray71Pink59,144,64,67,0.523636,0.232727,0.243636,Psoriasis1
Gray71Pink60,142,62,65,0.527881,0.230483,0.241636,Psoriasis1
Gray71Pink58,147,69,72,0.510417,0.239583,0.25,Psoriasis1
Gray74Pink65,125,53,51,0.545852,0.231441,0.222707,Psoriasis1
Gray73Pink59,142,70,68,0.507143,0.25,0.242857,Psoriasis1
Gray60Pink46,176,99,101,0.468085,0.263298,0.268617,Psoriasis1
Gray71Pink61,139,60,63,0.530534,0.229008,0.240458,Psoriasis1
Gray43Pink38,196,121,123,0.445455,0.275,0.279545,Psoriasis1
Gray72Pink64,133,53,56,0.549587,0.219008,0.231405,Psoriasis1
Gray73Pink61,136,63,63,0.519084,0.240458,0.240458,Psoriasis1
Gray73Pink64,130,55,57,0.53719,0.227273,0.235537,Psoriasis1
Gray68Pink43,165,120,128,0.399516,0.290557,0.309927,Psoriasis1
Gray67Pink43,166,124,135,0.390588,0.291765,0.317647,Psoriasis1
Gray48Pink35,187,145,155,0.383984,0.297741,0.318275,Psoriasis1
Gray49Pink36,186,141,146,0.393235,0.298097,0.308668,Psoriasis1
Gray83Pink51,147,105,114,0.401639,0.286885,0.311475,Psoriasis1
Gray72Pink44,161,119,129,0.393643,0.290954,0.315403,Psoriasis1
Gray55Pink38,180,137,145,0.38961,0.296537,0.313853,Psoriasis1
Gray46Pink35,189,142,145,0.397059,0.298319,0.304622,Psoriasis1
Gray62Pink43,172,121,117,0.419512,0.295122,0.285366,Psoriasis1
Gray57Pink39,177,134,140,0.392461,0.297118,0.310421,Psoriasis1
Gray52Pink38,184,134,134,0.40708,0.29646,0.29646,Psoriasis1
Gray58Pink40,176,128,133,0.402746,0.292906,0.304348,Psoriasis1
Gray46Pink36,190,139,136,0.408602,0.298925,0.292473,Psoriasis1
Gray50Pink37,186,137,142,0.4,0.294624,0.305376,Psoriasis1
Gray60Pink41,173,126,132,0.401392,0.292343,0.306265,Psoriasis1
Gray65Pink43,169,124,130,0.399527,0.293144,0.307329,Psoriasis1
Gray56Pink39,179,133,134,0.401345,0.298206,0.300448,Psoriasis1
Gray37Pink31,199,153,154,0.393281,0.302372,0.304348,Psoriasis1
Gray24Pink25,213,168,169,0.387273,0.305455,0.307273,Psoriasis1
Gray31Pink28,206,159,162,0.390892,0.301708,0.3074,Psoriasis1
Gray37Pink32,199,147,150,0.40121,0.296371,0.302419,Psoriasis1
Gray33Pink30,204,152,157,0.397661,0.296296,0.306043,Psoriasis1
Gray57Pink41,178,125,131,0.410138,0.288018,0.301843,Psoriasis1
Gray61Pink43,174,118,124,0.418269,0.283654,0.298077,Psoriasis1
Gray48Pink38,190,128,136,0.418502,0.281938,0.299559,Psoriasis1
Gray56Pink41,179,121,129,0.417249,0.282051,0.300699,Psoriasis1
Gray66Pink44,168,111,119,0.422111,0.278894,0.298995,Psoriasis1
Gray59Pink43,178,108,120,0.438424,0.26601,0.295567,Psoriasis1
Gray60Pink43,176,110,122,0.431373,0.269608,0.29902,Psoriasis1
Gray68Pink47,167,104,115,0.432642,0.26943,0.297927,Psoriasis1
Gray72Pink48,161,103,111,0.429333,0.274667,0.296,Psoriasis1
Gray68Pink46,168,109,116,0.427481,0.277354,0.295165,Psoriasis1
Gray71Pink52,160,84,93,0.474777,0.249258,0.275964,Psoriasis1
Gray68Pink54,158,79,75,0.50641,0.253205,0.240385,Psoriasis2
Gray69Pink53,161,85,80,0.493865,0.260736,0.245399,Psoriasis2
Gray68Pink49,168,95,93,0.47191,0.266854,0.261236,Psoriasis2
Gray67Pink55,159,75,72,0.519608,0.245098,0.235294,Psoriasis2
Gray65Pink56,158,70,66,0.537415,0.238095,0.22449,Psoriasis2
Gray65Pink55,161,75,69,0.527869,0.245902,0.22623,Psoriasis2
Gray67Pink53,164,83,77,0.506173,0.256173,0.237654,Psoriasis2
Gray68Pink51,165,88,83,0.491071,0.261905,0.247024,Psoriasis2
Gray66Pink56,157,76,67,0.523333,0.253333,0.223333,Psoriasis2
Gray68Pink50,168,93,86,0.48415,0.268012,0.247839,Psoriasis2
Gray67Pink55,158,78,71,0.514658,0.254072,0.23127,Psoriasis2
Gray66Pink57,155,73,65,0.52901,0.249147,0.221843,Psoriasis2
Gray68Pink54,160,82,76,0.503145,0.257862,0.238994,Psoriasis2
Gray68Pink52,164,87,80,0.495468,0.26284,0.241692,Psoriasis2
Gray69Pink52,161,89,82,0.48494,0.268072,0.246988,Psoriasis2
Gray69Pink48,165,104,100,0.447154,0.281843,0.271003,Psoriasis2
Gray69Pink56,155,74,71,0.516667,0.246667,0.236667,Psoriasis2
Gray68Pink59,147,63,62,0.540441,0.231618,0.227941,Psoriasis2
Gray60Pink42,175,125,121,0.415677,0.296912,0.287411,Psoriasis2
Gray74Pink56,147,79,77,0.485149,0.260726,0.254125,Psoriasis2
Gray70Pink61,142,61,58,0.544061,0.233716,0.222222,Psoriasis2
Gray66Pink44,170,116,113,0.426065,0.290727,0.283208,Psoriasis2
Gray72Pink54,153,83,81,0.48265,0.26183,0.255521,Psoriasis2
Gray69Pink58,150,71,66,0.522648,0.247387,0.229965,Psoriasis2
Gray68Pink56,154,80,69,0.508251,0.264026,0.227723,Psoriasis4
Gray68Pink55,156,83,72,0.501608,0.266881,0.231511,Psoriasis4
Gray69Pink54,157,85,76,0.493711,0.267296,0.238994,Psoriasis4
Gray69Pink53,160,89,79,0.487805,0.271341,0.240854,Psoriasis4
Gray67Pink55,159,81,72,0.509615,0.259615,0.230769,Psoriasis4
Gray69Pink57,151,78,69,0.506711,0.261745,0.231544,Psoriasis4
Gray69Pink56,152,80,72,0.5,0.263158,0.236842,Psoriasis4
Gray67Pink57,152,76,65,0.518771,0.259386,0.221843,Psoriasis4
Gray70Pink58,149,75,67,0.512027,0.257732,0.230241,Psoriasis4
Gray66Pink58,151,73,62,0.527972,0.255245,0.216783,Psoriasis4
Gray70Pink58,146,73,66,0.512281,0.25614,0.231579,Psoriasis4
Gray60Pink46,176,105,97,0.465608,0.277778,0.256614,Psoriasis4
Gray69Pink57,151,75,70,0.510135,0.253378,0.236486,Psoriasis4
Gray68Pink55,155,78,72,0.508197,0.255738,0.236066,Psoriasis4
Gray65Pink57,155,74,62,0.532646,0.254296,0.213058,Psoriasis4
Gray67Pink59,149,71,60,0.532143,0.253571,0.214286,Psoriasis4
Gray71Pink54,157,89,80,0.481595,0.273006,0.245399,Psoriasis4
Gray64Pink58,154,76,59,0.532872,0.262976,0.204152,Psoriasis4
Gray65Pink57,155,77,63,0.525424,0.261017,0.213559,Psoriasis4
Gray71Pink55,154,86,77,0.485804,0.271293,0.242902,Psoriasis4
Gray65Pink56,156,80,66,0.516556,0.264901,0.218543,Psoriasis4
Gray66Pink55,158,82,69,0.511327,0.265372,0.223301,Psoriasis4
Gray68Pink50,168,90,87,0.486957,0.26087,0.252174,Psoriasis4
Gray65Pink59,153,66,58,0.552347,0.238267,0.209386,Psoriasis4
Gray64Pink53,166,76,72,0.528662,0.242038,0.229299,Psoriasis4
Gray64Pink53,167,80,73,0.521875,0.25,0.228125,Psoriasis4
Gray66Pink50,169,88,84,0.495601,0.258065,0.246334,Psoriasis4
Gray64Pink59,151,64,56,0.557196,0.236162,0.206642,Psoriasis4
Gray65Pink57,158,69,63,0.544828,0.237931,0.217241,Psoriasis4
Gray63Pink52,170,83,75,0.518293,0.253049,0.228659,Psoriasis4
Gray65Pink60,150,61,54,0.566038,0.230189,0.203774,Psoriasis4
Gray66Pink59,150,67,58,0.545455,0.243636,0.210909,Psoriasis4
Gray71Pink51,163,87,89,0.480826,0.256637,0.262537,Psoriasis4
Gray65Pink49,172,95,89,0.483146,0.266854,0.25,Psoriasis4
Gray64Pink57,156,66,61,0.551237,0.233216,0.215548,Psoriasis4
Gray65Pink56,157,67,66,0.541379,0.231034,0.227586,Psoriasis4
Gray61Pink47,175,99,93,0.476839,0.269755,0.253406,Psoriasis4
Gray64Pink58,155,70,59,0.545775,0.246479,0.207746,Psoriasis4
Gray63Pink55,163,75,66,0.536184,0.246711,0.217105,Psoriasis4
Gray66Pink52,167,84,78,0.507599,0.255319,0.237082,Psoriasis4
Gray67Pink54,162,79,75,0.512658,0.25,0.237342,Psoriasis4
Gray66Pink60,147,59,55,0.563218,0.226054,0.210728,Psoriasis4
Gray64Pink57,158,72,61,0.542955,0.247423,0.209622,Psoriasis4
Gray66Pink52,165,80,78,0.510836,0.247678,0.241486,Psoriasis4
Gray65Pink53,165,86,75,0.506135,0.263804,0.230061,Psoriasis4
Gray66Pink51,168,85,81,0.502994,0.254491,0.242515,Psoriasis4
Gray67Pink59,150,63,60,0.549451,0.230769,0.21978,Psoriasis4
Gray66Pink51,167,90,81,0.494083,0.266272,0.239645,Psoriasis4
Gray66Pink54,163,83,73,0.510972,0.260188,0.22884,Psoriasis4
Gray66Pink50,171,92,85,0.491379,0.264368,0.244253,Psoriasis4
Gray67Pink57,153,70,66,0.529412,0.242215,0.228374,Psoriasis4
Gray57Pink44,181,104,100,0.47013,0.27013,0.25974,Psoriasis4
Gray67Pink58,151,64,63,0.543165,0.230216,0.226619,Psoriasis4
Gray58Pink46,179,100,95,0.47861,0.26738,0.254011,Psoriasis4
Gray55Pink44,182,101,97,0.478947,0.265789,0.255263,Psoriasis4
Gray58Pink47,179,97,90,0.489071,0.265027,0.245902,Psoriasis4
Gray62Pink48,175,95,90,0.486111,0.263889,0.25,Psoriasis4
Gray64Pink50,172,87,81,0.505882,0.255882,0.238235,Psoriasis4
Gray65Pink54,164,79,72,0.520635,0.250794,0.228571,Psoriasis4
Gray61Pink48,176,92,88,0.494382,0.258427,0.247191,Psoriasis4
Gray66Pink50,172,87,85,0.5,0.252907,0.247093,Psoriasis4
Gray63Pink48,175,92,91,0.488827,0.256983,0.25419,Psoriasis4
Gray64Pink51,171,84,79,0.511976,0.251497,0.236527,Psoriasis4
Gray65Pink52,168,81,78,0.513761,0.247706,0.238532,Psoriasis4
Gray61Pink49,176,89,83,0.505747,0.255747,0.238506,Psoriasis4
Gray65Pink50,172,84,82,0.508876,0.248521,0.242604,Psoriasis4
Gray63Pink50,175,86,82,0.510204,0.250729,0.239067,Psoriasis4
Gray59Pink46,179,97,101,0.474801,0.257294,0.267905,Psoriasis4
Gray68Pink51,167,84,84,0.498507,0.250746,0.250746,Psoriasis4
Gray54Pink43,184,102,106,0.469388,0.260204,0.270408,Psoriasis4
Gray61Pink47,175,93,98,0.478142,0.254098,0.26776,Psoriasis4
Gray65Pink49,172,90,93,0.484507,0.253521,0.261972,Psoriasis4
Gray64Pink48,172,98,91,0.476454,0.271468,0.252078,Psoriasis4
Gray65Pink49,170,88,91,0.487106,0.252149,0.260745,Psoriasis4
Gray40Pink35,199,139,135,0.420719,0.293869,0.285412,Psoriasis4
Gray57Pink41,178,129,124,0.412993,0.299304,0.287703,Psoriasis4
Gray52Pink39,183,134,127,0.412162,0.301802,0.286036,Psoriasis4
Gray60Pink42,175,130,123,0.408879,0.303738,0.287383,Psoriasis4
Gray70Pink52,163,95,84,0.476608,0.277778,0.245614,Psoriasis4
Gray71Pink52,161,92,84,0.477745,0.272997,0.249258,Psoriasis4
Gray67Pink44,166,118,113,0.418136,0.297229,0.284635,Psoriasis4
Gray74Pink49,159,104,100,0.438017,0.286501,0.275482,Psoriasis4
Gray74Pink48,159,110,106,0.424,0.293333,0.282667,Psoriasis4
Gray67Pink44,166,114,112,0.423469,0.290816,0.285714,Psoriasis4
Gray69Pink46,164,111,109,0.427083,0.289062,0.283854,Psoriasis4
Gray74Pink50,161,103,96,0.447222,0.286111,0.266667,Psoriasis4
Gray78Pink50,156,107,101,0.428571,0.293956,0.277473,Psoriasis4
Gray73Pink49,162,110,99,0.436658,0.296496,0.266846,Psoriasis4
Gray68Pink46,167,119,107,0.424936,0.302799,0.272265,Psoriasis4
Gray66Pink44,169,119,111,0.423559,0.298246,0.278195,Psoriasis4
Gray60Pink43,176,130,117,0.416076,0.307329,0.276596,Psoriasis4
Gray5Pink17,244,180,181,0.403306,0.297521,0.299174,Psoriasis6
Gray6Pink18,240,176,176,0.405405,0.297297,0.297297,Psoriasis6
Gray6Pink18,242,178,178,0.404682,0.297659,0.297659,Psoriasis6
Gray7Pink18,239,179,178,0.401007,0.300336,0.298658,Psoriasis6
Gray7Pink19,240,172,174,0.409556,0.293515,0.296928,Psoriasis6
Gray9Pink21,237,168,169,0.412892,0.292683,0.294425,Psoriasis6
Gray8Pink20,239,170,171,0.412069,0.293103,0.294828,Psoriasis6
Gray4Pink17,246,179,178,0.40796,0.296849,0.295191,Psoriasis6
Gray2Pink16,249,182,181,0.406863,0.297386,0.295752,Psoriasis6
Gray9Pink21,237,164,167,0.417254,0.288732,0.294014,Psoriasis6
Gray10Pink22,237,160,162,0.423971,0.286225,0.289803,Psoriasis6
Gray11Pink23,235,158,160,0.424955,0.285714,0.289331,Psoriasis6
Gray6Pink20,242,166,167,0.42087,0.288696,0.290435,Psoriasis6
Gray2Pink17,250,174,174,0.41806,0.29097,0.29097,Psoriasis6
Pink15,254,179,178,0.415712,0.292962,0.291326,Psoriasis6
Pink16,251,177,176,0.415563,0.293046,0.291391,Psoriasis6
Gray14Pink24,231,155,155,0.426987,0.286506,0.286506,Psoriasis6
Gray17Pink26,227,151,152,0.428302,0.284906,0.286792,Psoriasis6
Gray5Pink19,245,170,168,0.42024,0.291595,0.288165,Psoriasis6
Gray8Pink21,240,167,163,0.421053,0.292982,0.285965,Psoriasis6
Gray6Pink20,242,171,165,0.418685,0.295848,0.285467,Psoriasis6
Gray19Pink27,225,151,149,0.428571,0.287619,0.28381,Psoriasis6
Gray11Pink23,234,160,157,0.424682,0.290381,0.284936,Psoriasis6
Gray14Pink25,231,157,152,0.427778,0.290741,0.281481,Psoriasis6
Gray16Pink26,229,156,149,0.428839,0.292135,0.279026,Psoriasis6
Gray14Pink25,232,160,152,0.426471,0.294118,0.279412,Psoriasis6
Gray8Pink22,239,162,158,0.427549,0.289803,0.282648,Psoriasis6
Gray9Pink23,238,161,155,0.429603,0.290614,0.279783,Psoriasis6
Gray11Pink24,235,158,151,0.431985,0.290441,0.277574,Psoriasis6
Gray14Pink26,231,152,145,0.4375,0.287879,0.274621,Psoriasis6
Gray18Pink28,227,148,140,0.440777,0.287379,0.271845,Psoriasis6
Gray9Pink22,239,164,161,0.423759,0.29078,0.285461,Psoriasis6
Gray6Pink21,243,164,159,0.429329,0.289753,0.280919,Psoriasis6
Gray4Pink20,246,166,161,0.429319,0.289703,0.280977,Psoriasis6
Gray8Pink23,241,160,152,0.435805,0.289331,0.274864,Psoriasis6
Gray11Pink25,237,154,146,0.441341,0.286778,0.271881,Psoriasis6
Gray14Pink27,232,148,139,0.447013,0.285164,0.267823,Psoriasis6
Gray18Pink29,228,144,135,0.449704,0.284024,0.266272,Psoriasis6
Pink19,250,169,164,0.428816,0.28988,0.281304,Psoriasis6
Gray3Pink20,249,167,160,0.432292,0.289931,0.277778,Psoriasis6
Gray5Pink22,245,162,155,0.435943,0.288256,0.275801,Psoriasis6
Gray10Pink24,238,158,152,0.434307,0.288321,0.277372,Psoriasis6
Gray7Pink23,242,156,149,0.442413,0.285192,0.272395,Psoriasis6
Gray20Pink29,223,144,137,0.44246,0.285714,0.271825,Psoriasis6
Gray21Pink30,223,141,134,0.447791,0.283133,0.269076,Psoriasis6
Gray17Pink28,228,145,138,0.446184,0.283757,0.270059,Psoriasis6
Gray12Pink26,235,151,144,0.443396,0.284906,0.271698,Psoriasis6
Gray8Pink24,240,154,147,0.443623,0.284658,0.271719,Psoriasis6
Gray9Pink25,239,151,144,0.447566,0.282772,0.269663,Psoriasis6
Gray12Pink26,235,148,141,0.448473,0.282443,0.269084,Psoriasis6
Gray23Pink31,220,139,132,0.448065,0.283096,0.268839,Psoriasis6
Gray26Pink33,217,133,126,0.455882,0.279412,0.264706,Psoriasis6
Gray22Pink31,223,138,131,0.453252,0.280488,0.26626,Psoriasis6
Gray12Pink27,235,146,138,0.452794,0.28131,0.265896,Psoriasis6
Gray14Pink28,233,144,136,0.454191,0.280702,0.265107,Psoriasis6
Gray17Pink29,228,140,132,0.456,0.28,0.264,Psoriasis6
Gray22Pink31,222,136,128,0.45679,0.279835,0.263374,Psoriasis6
Gray10Pink26,238,149,141,0.450758,0.282197,0.267045,Psoriasis6
Gray7Pink24,243,154,145,0.448339,0.284133,0.267528,Psoriasis6
Gray9Pink25,240,154,142,0.447761,0.287313,0.264925,Psoriasis6
Gray5Pink23,246,155,145,0.450549,0.283883,0.265568,Psoriasis6
Gray8Pink25,241,150,140,0.453861,0.282486,0.263653,Psoriasis6
Gray10Pink26,239,148,138,0.455238,0.281905,0.262857,Psoriasis6
Gray10Pink26,238,152,139,0.449905,0.287335,0.26276,Psoriasis6
Gray6Pink24,245,153,142,0.453704,0.283333,0.262963,Psoriasis6
Gray11Pink27,237,146,135,0.457529,0.281853,0.260618,Psoriasis6
Gray11Pink27,237,151,136,0.45229,0.288168,0.259542,Psoriasis6
Gray6Pink25,244,151,139,0.456929,0.282772,0.2603,Psoriasis6
Gray13Pink28,234,149,132,0.454369,0.28932,0.256311,Psoriasis6
Gray9Pink24,239,155,151,0.438532,0.284404,0.277064,Psoriasis6
Gray11Pink25,236,153,149,0.438662,0.284387,0.276952,Psoriasis6
Gray14Pink25,232,157,149,0.431227,0.291822,0.276952,Psoriasis6
Gray27Pink32,215,136,131,0.446058,0.282158,0.271784,Psoriasis6
Gray31Pink34,210,130,127,0.449679,0.278373,0.271949,Psoriasis6
Gray34Pink35,207,126,124,0.452954,0.275711,0.271335,Psoriasis6
Gray25Pink32,218,134,129,0.453222,0.278586,0.268191,Psoriasis6
Gray18Pink28,226,151,143,0.434615,0.290385,0.275,Psoriasis6
Gray12Pink24,235,162,153,0.427273,0.294545,0.278182,Psoriasis6
Gray4Pink20,247,169,162,0.427336,0.292388,0.280277,Psoriasis6
Gray7Pink22,242,162,156,0.432143,0.289286,0.278571,Psoriasis6
Gray22Pink30,220,141,135,0.443548,0.284274,0.272177,Psoriasis6
Gray24Pink31,219,144,135,0.439759,0.289157,0.271084,Psoriasis6
Gray22Pink30,221,148,137,0.436759,0.29249,0.270751,Psoriasis6
Gray21Pink29,223,152,140,0.43301,0.295146,0.271845,Psoriasis6
Gray16Pink26,229,157,146,0.430451,0.295113,0.274436,Psoriasis6
Gray23Pink32,221,133,126,0.460417,0.277083,0.2625,Psoriasis6
Gray27Pink34,216,128,122,0.463519,0.274678,0.261803,Psoriasis6
Gray29Pink35,213,127,120,0.463043,0.276087,0.26087,Psoriasis6
Gray26Pink33,216,136,125,0.45283,0.285115,0.262055,Psoriasis6
Gray24Pink32,219,141,129,0.447853,0.288344,0.263804,Psoriasis6
Gray21Pink30,224,146,134,0.444444,0.289683,0.265873,Psoriasis6
Gray13Pink26,233,153,142,0.441288,0.289773,0.268939,Psoriasis6
Gray6Pink23,244,159,150,0.44123,0.287523,0.271248,Psoriasis6
Gray19Pink29,226,141,135,0.450199,0.280876,0.268924,Psoriasis6
Gray14Pink28,233,140,133,0.460474,0.27668,0.262846,Psoriasis6
Gray10Pink26,238,143,137,0.459459,0.276062,0.264479,Psoriasis6
Gray13Pink28,234,137,132,0.465209,0.272366,0.262425,Psoriasis6
Gray20Pink32,226,129,123,0.472803,0.269874,0.257322,Psoriasis6
Gray24Pink34,220,123,117,0.478261,0.267391,0.254348,Psoriasis6
Gray26Pink35,218,120,115,0.481236,0.264901,0.253863,Psoriasis6
Gray27Pink35,216,123,116,0.474725,0.27033,0.254945,Psoriasis6
Gray8Pink25,242,145,138,0.460952,0.27619,0.262857,Psoriasis6
Gray18Pink30,228,135,130,0.462475,0.273834,0.263692,Psoriasis6
Gray25Pink33,219,130,122,0.464968,0.276008,0.259023,Psoriasis6
Gray15Pink29,231,136,129,0.465726,0.274194,0.260081,Psoriasis6
Gray28Pink36,215,114,109,0.490868,0.260274,0.248858,Psoriasis6
Gray29Pink36,214,119,111,0.481982,0.268018,0.25,Psoriasis6
Gray26Pink34,217,130,118,0.466667,0.27957,0.253763,Psoriasis6
Gray24Pink33,220,134,122,0.462185,0.281513,0.256303,Psoriasis6
Gray19Pink31,227,139,127,0.460446,0.281947,0.257606,Psoriasis6
Gray11Pink27,237,142,133,0.462891,0.277344,0.259766,Psoriasis6
Gray11Pink28,238,139,131,0.468504,0.273622,0.257874,Psoriasis6
Gray19Pink31,226,132,127,0.465979,0.272165,0.261856,Psoriasis6
Gray27Pink35,216,126,118,0.469565,0.273913,0.256522,Psoriasis6
Gray16Pink30,230,133,126,0.470348,0.271984,0.257669,Psoriasis6
Gray22Pink33,223,125,118,0.478541,0.26824,0.253219,Psoriasis6
Gray29Pink36,213,123,112,0.475446,0.274554,0.25,Psoriasis6
Gray29Pink36,214,127,114,0.47033,0.279121,0.250549,Psoriasis6
Gray20Pink32,225,133,122,0.46875,0.277083,0.254167,Psoriasis6
Gray15Pink30,233,134,126,0.472617,0.271805,0.255578,Psoriasis6
Gray21Pink33,224,130,118,0.474576,0.275424,0.25,Psoriasis6
Gray25Pink35,220,125,114,0.479303,0.272331,0.248366,Psoriasis6
Gray23Pink34,221,122,114,0.483589,0.266958,0.249453,Psoriasis6
Gray25Pink35,219,121,111,0.485588,0.268293,0.24612,Psoriasis6
Gray21Pink32,224,127,121,0.474576,0.269068,0.256356,Psoriasis6
Gray21Pink32,224,136,124,0.46281,0.280992,0.256198,Psoriasis6
Gray25Pink34,220,130,119,0.469083,0.277186,0.253731,Psoriasis6
Gray27Pink35,217,128,115,0.471739,0.278261,0.25,Psoriasis6
Gray28Pink36,215,129,111,0.472527,0.283516,0.243956,Psoriasis6
Gray24Pink34,220,133,115,0.470085,0.284188,0.245726,Psoriasis6
Gray21Pink33,224,135,119,0.468619,0.282427,0.248954,Psoriasis6
Gray20Pink33,227,130,117,0.478903,0.274262,0.246835,Psoriasis6
Gray20Pink33,226,127,116,0.481876,0.270789,0.247335,Psoriasis6
Gray21Pink34,225,124,113,0.487013,0.268398,0.244589,Psoriasis6
Gray23Pink35,223,121,111,0.49011,0.265934,0.243956,Psoriasis6
Gray19Pink33,227,122,115,0.489224,0.262931,0.247845,Psoriasis6
Gray17Pink32,230,125,119,0.485232,0.263713,0.251055,Psoriasis6
Gray14Pink30,233,129,122,0.481405,0.266529,0.252066,Psoriasis6
Gray13Pink30,235,132,124,0.478615,0.268839,0.252546,Psoriasis6
Gray22Pink34,223,132,113,0.476496,0.282051,0.241453,Psoriasis6
Gray24Pink35,221,128,110,0.481481,0.278867,0.239651,Psoriasis6
Gray18Pink33,228,125,113,0.48927,0.26824,0.242489,Psoriasis6
Gray15Pink31,233,127,119,0.48643,0.265136,0.248434,Psoriasis6
Gray17Pink31,230,129,124,0.47619,0.267081,0.256729,Psoriasis6
Gray25Pink28,216,151,152,0.416185,0.290944,0.292871,Psoriasis6
Gray18Pink25,223,157,158,0.414498,0.291822,0.29368,Psoriasis6
Gray9Pink20,237,177,173,0.403748,0.301533,0.294719,Psoriasis6
Gray19Pink25,223,164,160,0.407678,0.299817,0.292505,Psoriasis6
Gray21Pink26,220,160,157,0.409683,0.297952,0.292365,Psoriasis6
Gray17Pink25,226,160,158,0.415441,0.294118,0.290441,Psoriasis6
Gray14Pink24,230,159,159,0.419708,0.290146,0.290146,Psoriasis6
Gray13Pink23,232,160,164,0.417266,0.28777,0.294964,Psoriasis6
Gray27Pink29,213,147,149,0.418468,0.288802,0.292731,Psoriasis6
Gray1Pink15,251,184,183,0.406149,0.297735,0.296117,Psoriasis6
Gray16Pink24,227,165,163,0.409009,0.297297,0.293694,Psoriasis6
Gray4Pink18,245,171,174,0.415254,0.289831,0.294915,Psoriasis6
Gray4Pink18,245,175,176,0.411074,0.293624,0.295302,Psoriasis6
Gray7Pink19,241,175,173,0.409168,0.297114,0.293718,Psoriasis6
Gray9Pink20,238,173,171,0.408935,0.297251,0.293814,Psoriasis6
Gray10Pink21,235,168,166,0.413005,0.295255,0.29174,Psoriasis6
Gray11Pink22,235,165,164,0.416667,0.292553,0.29078,Psoriasis6
Gray12Pink23,233,161,161,0.41982,0.29009,0.29009,Psoriasis6
Gray7Pink20,242,168,170,0.417241,0.289655,0.293103,Psoriasis6
Gray5Pink18,244,176,173,0.411467,0.296796,0.291737,Psoriasis6
Gray22Pink28,221,148,147,0.428295,0.286822,0.284884,Psoriasis6
Gray8Pink21,239,168,166,0.417103,0.293194,0.289703,Psoriasis6
Gray18Pink26,224,152,152,0.424242,0.287879,0.287879,Psoriasis6
Gray23Pink28,220,149,150,0.423892,0.287091,0.289017,Psoriasis6
Gray29Pink32,212,138,137,0.435318,0.283368,0.281314,Psoriasis6
Gray34Pink34,206,132,131,0.439232,0.28145,0.279318,Psoriasis6
Gray24Pink29,218,145,143,0.43083,0.286561,0.282609,Psoriasis6
Gray28Pink31,214,141,140,0.432323,0.284848,0.282828,Psoriasis6
Gray31Pink32,209,137,138,0.431818,0.283058,0.285124,Psoriasis6
Gray31Pink32,209,139,141,0.427403,0.284254,0.288344,Psoriasis6
Gray30Pink31,210,143,144,0.422535,0.287726,0.289738,Psoriasis6
Gray4Pink17,246,176,179,0.409318,0.292845,0.297837,Psoriasis6
Gray32Pink33,209,134,133,0.439076,0.281513,0.279412,Psoriasis6
Gray35Pink34,205,133,134,0.434322,0.28178,0.283898,Psoriasis6
Gray36Pink33,202,140,140,0.419087,0.290456,0.290456,Psoriasis6
Pink15,254,182,185,0.409018,0.293076,0.297907,Psoriasis6
Gray4Pink18,247,173,172,0.41723,0.29223,0.290541,Psoriasis6
Gray37Pink34,202,137,137,0.42437,0.287815,0.287815,Psoriasis6
Gray28Pink29,212,151,150,0.413255,0.294347,0.292398,Psoriasis6
Gray33Pink33,207,136,135,0.433054,0.284519,0.282427,Psoriasis6
Gray5Pink19,245,166,166,0.42461,0.287695,0.287695,Psoriasis6
Gray3Pink18,248,170,171,0.421053,0.288625,0.290323,Psoriasis6
Gray18Pink26,225,150,155,0.424528,0.283019,0.292453,Psoriasis6
Gray23Pink29,219,142,142,0.435388,0.282306,0.282306,Psoriasis6
Gray13Pink22,230,169,166,0.40708,0.299115,0.293805,Psoriasis6
Gray2Pink17,249,174,179,0.413621,0.289037,0.297342,Psoriasis6
Gray21Pink28,222,143,144,0.436149,0.280943,0.282908,Psoriasis6
Gray12Pink24,234,154,155,0.430939,0.28361,0.285451,Psoriasis6
Gray11Pink21,234,171,170,0.406957,0.297391,0.295652,Psoriasis6
Pink12,255,193,196,0.395963,0.299689,0.304348,Psoriasis6
Pink14,254,185,187,0.405751,0.295527,0.298722,Psoriasis6
Gray16Pink25,228,155,158,0.421442,0.286506,0.292052,Psoriasis6
Gray25Pink29,217,147,147,0.424658,0.287671,0.287671,Psoriasis6
Gray22Pink27,220,153,152,0.419048,0.291429,0.289524,Psoriasis6
Gray26Pink30,216,143,147,0.426877,0.282609,0.290514,Psoriasis6
Gray19Pink26,224,154,158,0.41791,0.287313,0.294776,Psoriasis6
Gray2Pink15,248,186,187,0.399356,0.299517,0.301127,Psoriasis6
Gray19Pink26,224,153,155,0.421053,0.287594,0.291353,Psoriasis6
Gray28Pink31,212,138,142,0.430894,0.280488,0.288618,Psoriasis6
Gray23Pink29,219,148,144,0.428571,0.289628,0.2818,Psoriasis6
