Color,R,G,B,NormR,NormG,NormB,
Gray33Pink33,207,134,138,0.43215,0.279749,0.2881,Psoriasis6
Gray37Pink35,203,131,132,0.435622,0.281116,0.283262,Psoriasis6
Pink16,251,178,181,0.411475,0.291803,0.296721,Psoriasis6
Gray16Pink24,228,161,163,0.413043,0.291667,0.29529,Psoriasis6
Gray23Pink27,219,155,156,0.413208,0.292453,0.29434,Psoriasis6
Gray37Pink35,202,128,131,0.438178,0.277657,0.284165,Psoriasis6
Gray38Pink36,201,125,130,0.440789,0.274123,0.285088,Psoriasis6
Gray30Pink32,211,135,140,0.434156,0.277778,0.288066,Psoriasis6
Gray16Pink23,227,166,166,0.406082,0.296959,0.296959,Psoriasis6
Gray22Pink26,219,159,160,0.407063,0.295539,0.297398,Psoriasis6
Gray22Pink28,220,145,149,0.428016,0.282101,0.289883,Psoriasis6
Gray26Pink30,215,140,143,0.431727,0.281124,0.287149,Psoriasis6
Gray27Pink31,215,137,141,0.436105,0.27789,0.286004,Psoriasis6
Gray21Pink28,222,146,152,0.426923,0.280769,0.292308,Psoriasis6
Gray16Pink25,228,152,156,0.425373,0.283582,0.291045,Psoriasis6
Gray24Pink30,219,140,145,0.434524,0.277778,0.287698,Psoriasis6
Gray30Pink33,211,132,138,0.438669,0.274428,0.286902,Psoriasis6
Gray32Pink34,208,129,136,0.439746,0.272727,0.287526,Psoriasis6
Gray25Pink29,216,147,150,0.421053,0.28655,0.292398,Psoriasis6
Gray11Pink23,235,157,163,0.423423,0.282883,0.293694,Psoriasis6
Gray6Pink20,244,165,170,0.421416,0.284974,0.29361,Psoriasis6
Gray12Pink24,234,154,160,0.427007,0.281022,0.291971,Psoriasis6
Gray18Pink27,226,145,152,0.432122,0.277247,0.290631,Psoriasis6
Gray20Pink28,223,143,149,0.43301,0.27767,0.28932,Psoriasis6
Gray15Pink25,230,153,160,0.423573,0.281768,0.294659,Psoriasis6
Gray10Pink22,237,159,165,0.42246,0.283422,0.294118,Psoriasis6
Gray7Pink21,241,162,167,0.422807,0.284211,0.292982,Psoriasis6
Gray21Pink29,223,140,148,0.436399,0.273973,0.289628,Psoriasis6
Gray24Pink30,219,137,144,0.438,0.274,0.288,Psoriasis6
Gray26Pink32,216,133,141,0.440816,0.271429,0.287755,Psoriasis6
Gray16Pink26,228,147,155,0.430189,0.277358,0.292453,Psoriasis6
Gray16Pink27,230,144,153,0.436433,0.273245,0.290323,Psoriasis6
Gray18Pink28,227,140,149,0.439922,0.271318,0.28876,Psoriasis6
Gray20Pink29,223,137,146,0.440711,0.270751,0.288538,Psoriasis6
Gray24Pink31,220,134,143,0.442656,0.269618,0.287726,Psoriasis6
Gray40Pink36,198,127,131,0.434211,0.278509,0.287281,Psoriasis6
Gray40Pink37,199,121,129,0.443207,0.269488,0.287305,Psoriasis6
Gray37Pink36,203,123,132,0.443231,0.268559,0.28821,Psoriasis6
Gray14Pink26,232,147,157,0.432836,0.274254,0.29291,Psoriasis6
Gray11Pink24,237,152,161,0.430909,0.276364,0.292727,Psoriasis6
Gray13Pink26,234,145,154,0.439024,0.272045,0.288931,Psoriasis6
Gray19Pink29,226,136,146,0.444882,0.267717,0.287402,Psoriasis6
Gray25Pink32,218,128,138,0.450413,0.264463,0.285124,Psoriasis6
Gray31Pink35,211,123,132,0.45279,0.263948,0.283262,Psoriasis6
Gray37Pink37,202,117,126,0.453933,0.262921,0.283146,Psoriasis6
Gray43Pink39,196,115,122,0.452656,0.265589,0.281755,Psoriasis6
Gray47Pink41,193,110,120,0.456265,0.260047,0.283688,Psoriasis6
Gray38Pink37,202,119,130,0.447894,0.263858,0.288248,Psoriasis6
Gray29Pink33,212,129,140,0.440748,0.268191,0.29106,Psoriasis6
Gray21Pink30,224,134,144,0.446215,0.266932,0.286853,Psoriasis6
Gray28Pink33,214,126,135,0.450526,0.265263,0.284211,Psoriasis6
Gray34Pink35,206,124,132,0.445887,0.268398,0.285714,Psoriasis6
Gray46Pink39,193,120,125,0.440639,0.273973,0.285388,Psoriasis6
Gray31Pink31,209,145,147,0.417166,0.289421,0.293413,Psoriasis6
Gray50Pink42,187,107,116,0.456098,0.260976,0.282927,Psoriasis6
Gray41Pink38,199,117,127,0.44921,0.264108,0.286682,Psoriasis6
Gray35Pink37,206,116,126,0.459821,0.258929,0.28125,Psoriasis6
Gray33Pink36,209,119,129,0.45733,0.260394,0.282276,Psoriasis6
Gray58Pink46,180,96,106,0.471204,0.251309,0.277487,Psoriasis6
Gray60Pink47,177,92,101,0.478378,0.248649,0.272973,Psoriasis6
Gray57Pink46,180,93,102,0.48,0.248,0.272,Psoriasis6
Gray53Pink44,186,97,106,0.478149,0.249357,0.272494,Psoriasis6
Gray42Pink40,198,108,118,0.466981,0.254717,0.278302,Psoriasis6
Gray2Pink16,249,181,184,0.405537,0.294788,0.299674,Psoriasis6
Pink13,254,188,190,0.401899,0.297468,0.300633,Psoriasis6
Gray37Pink34,202,137,142,0.419958,0.284823,0.295218,Psoriasis6
Gray50Pink41,187,113,120,0.445238,0.269048,0.285714,Psoriasis6
Gray43Pink41,196,105,115,0.471154,0.252404,0.276442,Psoriasis6
Gray33Pink33,207,136,143,0.425926,0.279835,0.294239,Psoriasis6
Gray36Pink35,204,127,135,0.437768,0.272532,0.2897,Psoriasis6
Gray31Pink34,211,126,137,0.445148,0.265823,0.28903,Psoriasis6
Gray37Pink38,204,114,124,0.461538,0.257919,0.280543,Psoriasis6
Gray43Pink40,197,111,120,0.46028,0.259346,0.280374,Psoriasis6
Gray38Pink37,203,120,127,0.451111,0.266667,0.282222,Psoriasis6
Gray24Pink29,218,145,152,0.423301,0.281553,0.295146,Psoriasis6
Gray15Pink27,230,141,152,0.439771,0.269598,0.290631,Psoriasis6
Gray52Pink43,187,101,109,0.471033,0.254408,0.274559,Psoriasis6
Gray23Pink29,219,148,144,0.428571,0.289628,0.2818,Psoriasis6
Gray33Pink33,207,134,138,0.43215,0.279749,0.2881,Psoriasis6
Gray37Pink35,203,131,132,0.435622,0.281116,0.283262,Psoriasis6
Pink16,251,178,181,0.411475,0.291803,0.296721,Psoriasis6
Gray16Pink24,228,161,163,0.413043,0.291667,0.29529,Psoriasis6
Gray23Pink27,219,155,156,0.413208,0.292453,0.29434,Psoriasis6
Gray37Pink35,202,128,131,0.438178,0.277657,0.284165,Psoriasis6
Gray38Pink36,201,125,130,0.440789,0.274123,0.285088,Psoriasis6
Gray30Pink32,211,135,140,0.434156,0.277778,0.288066,Psoriasis6
Gray16Pink23,227,166,166,0.406082,0.296959,0.296959,Psoriasis6
Gray22Pink26,219,159,160,0.407063,0.295539,0.297398,Psoriasis6
Gray22Pink28,220,145,149,0.428016,0.282101,0.289883,Psoriasis6
Gray26Pink30,215,140,143,0.431727,0.281124,0.287149,Psoriasis6
Gray27Pink31,215,137,141,0.436105,0.27789,0.286004,Psoriasis6
Gray21Pink28,222,146,152,0.426923,0.280769,0.292308,Psoriasis6
Gray16Pink25,228,152,156,0.425373,0.283582,0.291045,Psoriasis6
Gray24Pink30,219,140,145,0.434524,0.277778,0.287698,Psoriasis6
Gray30Pink33,211,132,138,0.438669,0.274428,0.286902,Psoriasis6
Gray32Pink34,208,129,136,0.439746,0.272727,0.287526,Psoriasis6
Gray25Pink29,216,147,150,0.421053,0.28655,0.292398,Psoriasis6
Gray11Pink23,235,157,163,0.423423,0.282883,0.293694,Psoriasis6
Gray6Pink20,244,165,170,0.421416,0.284974,0.29361,Psoriasis6
Gray12Pink24,234,154,160,0.427007,0.281022,0.291971,Psoriasis6
Gray18Pink27,226,145,152,0.432122,0.277247,0.290631,Psoriasis6
Gray20Pink28,223,143,149,0.43301,0.27767,0.28932,Psoriasis6
Gray15Pink25,230,153,160,0.423573,0.281768,0.294659,Psoriasis6
Gray10Pink22,237,159,165,0.42246,0.283422,0.294118,Psoriasis6
Gray7Pink21,241,162,167,0.422807,0.284211,0.292982,Psoriasis6
Gray21Pink29,223,140,148,0.436399,0.273973,0.289628,Psoriasis6
Gray24Pink30,219,137,144,0.438,0.274,0.288,Psoriasis6
Gray26Pink32,216,133,141,0.440816,0.271429,0.287755,Psoriasis6
Gray16Pink26,228,147,155,0.430189,0.277358,0.292453,Psoriasis6
Gray16Pink27,230,144,153,0.436433,0.273245,0.290323,Psoriasis6
Gray18Pink28,227,140,149,0.439922,0.271318,0.28876,Psoriasis6
Gray20Pink29,223,137,146,0.440711,0.270751,0.288538,Psoriasis6
Gray24Pink31,220,134,143,0.442656,0.269618,0.287726,Psoriasis6
Gray40Pink36,198,127,131,0.434211,0.278509,0.287281,Psoriasis6
Gray40Pink37,199,121,129,0.443207,0.269488,0.287305,Psoriasis6
Gray37Pink36,203,123,132,0.443231,0.268559,0.28821,Psoriasis6
Gray14Pink26,232,147,157,0.432836,0.274254,0.29291,Psoriasis6
Gray11Pink24,237,152,161,0.430909,0.276364,0.292727,Psoriasis6
Gray13Pink26,234,145,154,0.439024,0.272045,0.288931,Psoriasis6
Gray19Pink29,226,136,146,0.444882,0.267717,0.287402,Psoriasis6
Gray25Pink32,218,128,138,0.450413,0.264463,0.285124,Psoriasis6
Gray31Pink35,211,123,132,0.45279,0.263948,0.283262,Psoriasis6
Gray37Pink37,202,117,126,0.453933,0.262921,0.283146,Psoriasis6
Gray43Pink39,196,115,122,0.452656,0.265589,0.281755,Psoriasis6
Gray47Pink41,193,110,120,0.456265,0.260047,0.283688,Psoriasis6
Gray38Pink37,202,119,130,0.447894,0.263858,0.288248,Psoriasis6
Gray29Pink33,212,129,140,0.440748,0.268191,0.29106,Psoriasis6
Gray21Pink30,224,134,144,0.446215,0.266932,0.286853,Psoriasis6
Gray28Pink33,214,126,135,0.450526,0.265263,0.284211,Psoriasis6
Gray34Pink35,206,124,132,0.445887,0.268398,0.285714,Psoriasis6
Gray46Pink39,193,120,125,0.440639,0.273973,0.285388,Psoriasis6
Gray31Pink31,209,145,147,0.417166,0.289421,0.293413,Psoriasis6
Gray50Pink42,187,107,116,0.456098,0.260976,0.282927,Psoriasis6
Gray41Pink38,199,117,127,0.44921,0.264108,0.286682,Psoriasis6
Gray35Pink37,206,116,126,0.459821,0.258929,0.28125,Psoriasis6
Gray33Pink36,209,119,129,0.45733,0.260394,0.282276,Psoriasis6
Gray58Pink46,180,96,106,0.471204,0.251309,0.277487,Psoriasis6
Gray60Pink47,177,92,101,0.478378,0.248649,0.272973,Psoriasis6
Gray57Pink46,180,93,102,0.48,0.248,0.272,Psoriasis6
Gray53Pink44,186,97,106,0.478149,0.249357,0.272494,Psoriasis6
Gray42Pink40,198,108,118,0.466981,0.254717,0.278302,Psoriasis6
Gray2Pink16,249,181,184,0.405537,0.294788,0.299674,Psoriasis6
Pink13,254,188,190,0.401899,0.297468,0.300633,Psoriasis6
Gray37Pink34,202,137,142,0.419958,0.284823,0.295218,Psoriasis6
Gray50Pink41,187,113,120,0.445238,0.269048,0.285714,Psoriasis6
Gray43Pink41,196,105,115,0.471154,0.252404,0.276442,Psoriasis6
Gray33Pink33,207,136,143,0.425926,0.279835,0.294239,Psoriasis6
Gray36Pink35,204,127,135,0.437768,0.272532,0.2897,Psoriasis6
Gray31Pink34,211,126,137,0.445148,0.265823,0.28903,Psoriasis6
Gray37Pink38,204,114,124,0.461538,0.257919,0.280543,Psoriasis6
Gray43Pink40,197,111,120,0.46028,0.259346,0.280374,Psoriasis6
Gray38Pink37,203,120,127,0.451111,0.266667,0.282222,Psoriasis6
Gray24Pink29,218,145,152,0.423301,0.281553,0.295146,Psoriasis6
Gray15Pink27,230,141,152,0.439771,0.269598,0.290631,Psoriasis6
Gray52Pink43,187,101,109,0.471033,0.254408,0.274559,Psoriasis6
Gray41Pink39,200,122,113,0.45977,0.28046,0.25977,Psoriasis6
Gray43Pink40,196,118,108,0.464455,0.279621,0.255924,Psoriasis6
Gray51Pink43,188,110,99,0.473552,0.277078,0.24937,Psoriasis6
Gray53Pink44,185,108,96,0.475578,0.277635,0.246787,Psoriasis6
Gray49Pink43,191,115,102,0.468137,0.281863,0.25,Psoriasis6
Gray39Pink38,202,127,114,0.455982,0.286682,0.257336,Psoriasis6
Gray21Pink30,223,151,136,0.437255,0.296078,0.266667,Psoriasis6
Gray15Pink27,230,158,143,0.433145,0.297552,0.269303,Psoriasis6
Gray13Pink26,233,159,145,0.433892,0.296089,0.270019,Psoriasis6
Gray15Pink27,230,155,141,0.437262,0.294677,0.268061,Psoriasis6
Gray30Pink34,212,140,125,0.444444,0.293501,0.262055,Psoriasis6
Gray39Pink38,200,130,115,0.449438,0.292135,0.258427,Psoriasis6
Gray32Pink35,209,131,120,0.454348,0.284783,0.26087,Psoriasis6
Gray18Pink28,227,153,138,0.438224,0.295367,0.266409,Psoriasis6
Gray8Pink23,241,167,152,0.430357,0.298214,0.271429,Psoriasis6
Pink20,250,174,160,0.428082,0.297945,0.273973,Psoriasis6
Gray4Pink21,247,170,156,0.431065,0.296684,0.272251,Psoriasis6
Gray46Pink42,193,119,104,0.463942,0.286058,0.25,Psoriasis6
Gray41Pink40,199,120,109,0.464953,0.280374,0.254673,Psoriasis6
Gray19Pink29,226,150,136,0.441406,0.292969,0.265625,Psoriasis6
Gray8Pink23,241,164,150,0.434234,0.295495,0.27027,Psoriasis6
Gray35Pink37,206,125,114,0.462921,0.280899,0.25618,Psoriasis6
Gray43Pink41,197,117,105,0.470167,0.279236,0.250597,Psoriasis6
Gray46Pink42,195,115,103,0.472155,0.27845,0.249395,Psoriasis6
Gray38Pink39,202,122,109,0.466513,0.281755,0.251732,Psoriasis6
Gray32Pink36,210,130,117,0.459519,0.284464,0.256018,Psoriasis6
Gray12Pink26,236,156,143,0.441121,0.291589,0.26729,Psoriasis6
Gray36Pink38,205,123,111,0.46697,0.280182,0.252847,Psoriasis6
Gray28Pink34,215,133,121,0.458422,0.283582,0.257996,Psoriasis6
Gray20Pink30,225,143,131,0.450902,0.286573,0.262525,Psoriasis6
Gray22Pink31,223,141,129,0.452333,0.286004,0.261663,Psoriasis6
Gray29Pink35,213,131,119,0.460043,0.282937,0.257019,Psoriasis6
Gray38Pink39,202,119,107,0.471963,0.278037,0.25,Psoriasis6
Gray44Pink42,196,112,101,0.479218,0.273839,0.246944,Psoriasis6
Gray48Pink43,192,112,101,0.474074,0.276543,0.249383,Psoriasis6
Gray32Pink36,210,127,115,0.464602,0.280973,0.254425,Psoriasis6
Gray23Pink32,221,139,127,0.453799,0.285421,0.26078,Psoriasis6
Gray48Pink43,192,105,95,0.489796,0.267857,0.242347,Psoriasis6
Gray18Pink26,226,155,151,0.424812,0.291353,0.283835,Psoriasis6
Gray15Pink25,229,158,155,0.422509,0.291513,0.285978,Psoriasis6
Gray34Pink32,205,141,141,0.420945,0.289528,0.289528,Psoriasis6
Gray27Pink28,212,157,154,0.405354,0.300191,0.294455,Psoriasis6
Gray25Pink27,215,160,158,0.403377,0.300188,0.296435,Psoriasis6
Gray21Pink25,220,164,163,0.402194,0.299817,0.297989,Psoriasis6
Gray15Pink23,227,169,164,0.405357,0.301786,0.292857,Psoriasis6
Gray27Pink30,214,144,142,0.428,0.288,0.284,Psoriasis6
Gray44Pink38,193,124,121,0.440639,0.283105,0.276256,Psoriasis6
Gray31Pink31,208,146,143,0.418511,0.293763,0.287726,Psoriasis6
Gray30Pink30,209,150,147,0.413043,0.296443,0.290514,Psoriasis6
Gray22Pink26,219,163,160,0.404059,0.300738,0.295203,Psoriasis6
Gray19Pink26,223,155,152,0.420755,0.292453,0.286792,Psoriasis6
Gray23Pink28,220,152,149,0.422265,0.291747,0.285988,Psoriasis6
Gray31Pink32,209,141,138,0.428279,0.288934,0.282787,Psoriasis6
Gray40Pink36,199,131,128,0.434498,0.286026,0.279476,Psoriasis6
Gray47Pink39,190,124,120,0.437788,0.285714,0.276498,Psoriasis6
Gray50Pink40,187,122,118,0.437939,0.285714,0.276347,Psoriasis6
Gray43Pink37,194,130,126,0.431111,0.288889,0.28,Psoriasis6
Gray35Pink33,205,142,137,0.423554,0.293388,0.283058,Psoriasis6
Gray29Pink31,211,149,143,0.419483,0.296223,0.284294,Psoriasis6
Gray26Pink28,214,155,151,0.411538,0.298077,0.290385,Psoriasis6
Gray24Pink27,216,158,155,0.408318,0.298677,0.293006,Psoriasis6
Gray34Pink33,205,139,136,0.427083,0.289583,0.283333,Psoriasis6
Gray36Pink34,203,137,134,0.42827,0.28903,0.2827,Psoriasis6
Gray32Pink32,208,144,139,0.423625,0.293279,0.283096,Psoriasis6
Gray37Pink34,202,141,135,0.422594,0.294979,0.282427,Psoriasis6
Gray27Pink30,214,150,145,0.420432,0.294695,0.284872,Psoriasis6
Gray36Pink33,202,144,140,0.415638,0.296296,0.288066,Psoriasis6
Gray50Pink40,187,125,120,0.43287,0.289352,0.277778,Psoriasis6
Gray45Pink37,192,133,128,0.423841,0.293598,0.282561,Psoriasis6
Gray43Pink36,195,137,133,0.419355,0.294624,0.286022,Psoriasis6
Gray61Pink44,175,113,108,0.441919,0.285354,0.272727,Psoriasis6
Gray18Pink25,225,167,160,0.407609,0.302536,0.289855,Psoriasis6
Gray25Pink28,216,159,152,0.409867,0.301708,0.288425,Psoriasis6
Gray33Pink32,206,149,142,0.414487,0.299799,0.285714,Psoriasis6
Gray23Pink27,219,161,154,0.410112,0.301498,0.28839,Psoriasis6
Gray11Pink21,234,176,170,0.403448,0.303448,0.293103,Psoriasis6
Gray12Pink22,232,174,167,0.404887,0.303665,0.291449,Psoriasis6
Gray21Pink26,221,164,157,0.407749,0.302583,0.289668,Psoriasis6
Gray31Pink31,208,151,144,0.413519,0.300199,0.286282,Psoriasis6
Gray15Pink23,228,172,165,0.40354,0.304425,0.292035,Psoriasis6
Gray35Pink33,204,147,140,0.415479,0.299389,0.285132,Psoriasis6
Gray25Pink29,216,150,148,0.420233,0.291829,0.287938,Psoriasis6
Gray27Pink29,213,155,148,0.412791,0.300388,0.286822,Psoriasis6
Gray28Pink30,213,146,145,0.422619,0.289683,0.287698,Psoriasis6
Gray46Pink38,192,125,124,0.435374,0.283447,0.281179,Psoriasis6
Gray42Pink36,195,134,131,0.423913,0.291304,0.284783,Psoriasis6
Gray39Pink35,198,136,132,0.424893,0.291845,0.283262,Psoriasis6
Gray45Pink37,193,137,130,0.419565,0.297826,0.282609,Psoriasis6
Gray23Pink31,221,131,140,0.449187,0.26626,0.284553,Psoriasis6
Gray40Pink37,199,120,124,0.44921,0.27088,0.27991,Psoriasis6
Gray27Pink34,216,122,132,0.459574,0.259574,0.280851,Psoriasis6
Gray18Pink29,227,133,143,0.451292,0.264414,0.284294,Psoriasis6
Gray14Pink27,232,140,148,0.446154,0.269231,0.284615,Psoriasis6
Gray20Pink29,224,137,142,0.445328,0.272366,0.282306,Psoriasis6
Gray26Pink32,217,132,137,0.446502,0.271605,0.281893,Psoriasis6
Gray39Pink40,201,103,112,0.483173,0.247596,0.269231,Psoriasis6
Gray36Pink39,206,105,115,0.483568,0.246479,0.269953,Psoriasis6
Gray22Pink33,222,120,131,0.469345,0.2537,0.276956,Psoriasis6
Gray9Pink25,240,140,150,0.45283,0.264151,0.283019,Psoriasis6
Gray5Pink23,246,148,158,0.445652,0.268116,0.286232,Psoriasis6
Gray11Pink26,237,141,149,0.449715,0.267552,0.282732,Psoriasis6
Gray40Pink41,200,100,109,0.488998,0.244499,0.266504,Psoriasis6
Gray39Pink41,203,100,110,0.491525,0.242131,0.266344,Psoriasis6
Pink22,251,148,159,0.449821,0.265233,0.284946,Psoriasis6
Pink19,255,160,170,0.435897,0.273504,0.290598,Psoriasis6
Gray33Pink37,209,112,120,0.473923,0.253968,0.272109,Psoriasis6
Gray28Pink35,215,118,125,0.469432,0.257642,0.272926,Psoriasis6
Gray13Pink27,234,136,143,0.45614,0.265107,0.278752,Psoriasis6
Pink20,254,156,164,0.442509,0.271777,0.285714,Psoriasis6
Gray45Pink43,196,92,102,0.502564,0.235897,0.261538,Psoriasis6
Gray40Pink42,202,95,106,0.501241,0.235732,0.263027,Psoriasis6
Gray34Pink39,208,102,111,0.494062,0.24228,0.263658,Psoriasis6
Gray32Pink38,211,106,114,0.489559,0.24594,0.264501,Psoriasis6
Gray57Pink48,181,84,90,0.509859,0.23662,0.253521,Psoriasis6
Gray58Pink50,180,74,83,0.534125,0.219585,0.246291,Psoriasis6
Gray53Pink48,186,78,87,0.529915,0.222222,0.247863,Psoriasis6
Gray46Pink44,195,87,96,0.515873,0.230159,0.253968,Psoriasis6
Gray40Pink42,202,94,102,0.507538,0.236181,0.256281,Psoriasis6
Gray63Pink52,169,74,79,0.524845,0.229814,0.245342,Psoriasis6
Gray60Pink53,172,69,76,0.542587,0.217666,0.239748,Psoriasis6
Gray52Pink47,188,83,90,0.520776,0.229917,0.249307,Psoriasis6
Gray39Pink41,203,98,105,0.5,0.241379,0.258621,Psoriasis6
Gray61Pink48,177,88,91,0.497191,0.247191,0.255618,Psoriasis6
Gray56Pink47,183,89,93,0.50137,0.243836,0.254795,Psoriasis6
Gray48Pink43,192,95,99,0.497409,0.246114,0.256477,Psoriasis6
Gray42Pink41,199,102,106,0.488943,0.250614,0.260442,Psoriasis6
Gray35Pink38,206,108,113,0.482436,0.252927,0.264637,Psoriasis6
Gray32Pink37,209,110,115,0.481567,0.253456,0.264977,Psoriasis6
Gray44Pink40,195,112,115,0.462085,0.265403,0.272512,Psoriasis6
Gray39Pink38,201,116,117,0.463134,0.267281,0.269585,Psoriasis6
Gray34Pink36,207,120,121,0.462054,0.267857,0.270089,Psoriasis6
Gray32Pink35,210,122,124,0.460526,0.267544,0.27193,Psoriasis6
Gray29Pink34,213,123,125,0.462039,0.266811,0.27115,Psoriasis6
Gray26Pink29,214,148,153,0.415534,0.287379,0.297087,Psoriasis6
Gray34Pink32,204,142,145,0.415479,0.289206,0.295316,Psoriasis6
Gray22Pink27,220,154,159,0.412758,0.288931,0.298311,Psoriasis6
Gray28Pink29,213,151,157,0.408829,0.289827,0.301344,Psoriasis6
Gray27Pink28,213,155,159,0.404175,0.294118,0.301708,Psoriasis6
Gray28Pink28,209,156,159,0.398855,0.29771,0.303435,Psoriasis6
Gray24Pink27,216,155,160,0.40678,0.291902,0.301318,Psoriasis6
Gray34Pink31,205,148,154,0.404339,0.291913,0.303748,Psoriasis6
Gray9Pink22,239,167,160,0.422261,0.295053,0.282686,Psoriasis6
Gray10Pink23,236,164,157,0.423698,0.294434,0.281867,Psoriasis6
Gray20Pink28,224,149,145,0.432432,0.287645,0.279923,Psoriasis6
Gray3Pink18,249,172,168,0.42275,0.29202,0.285229,Psoriasis6
Gray14Pink25,231,153,149,0.433396,0.287054,0.27955,Psoriasis6
Gray4Pink19,246,170,165,0.423408,0.292599,0.283993,Psoriasis6
Gray4Pink19,247,173,165,0.422222,0.295726,0.282051,Psoriasis6
Gray21Pink29,222,146,141,0.436149,0.286837,0.277014,Psoriasis6
Gray17Pink27,227,150,146,0.434034,0.286807,0.279159,Psoriasis6
Gray13Pink25,234,155,151,0.433333,0.287037,0.27963,Psoriasis6
Pink18,251,175,169,0.421849,0.294118,0.284034,Psoriasis6
Pink17,254,177,171,0.421927,0.29402,0.284053,Psoriasis6
Pink17,255,175,168,0.426421,0.292642,0.280936,Psoriasis6
Pink18,252,172,164,0.428571,0.292517,0.278912,Psoriasis6
Gray15Pink27,230,147,143,0.442308,0.282692,0.275,Psoriasis6
Gray4Pink21,247,165,158,0.433333,0.289474,0.277193,Psoriasis6
Gray21Pink30,224,138,134,0.451613,0.278226,0.270161,Psoriasis6
Gray59Brown61,156,63,43,0.59542,0.240458,0.164122,Psoriasis6
Gray61Brown64,149,56,37,0.615702,0.231405,0.152893,Psoriasis6
Gray61Brown63,151,57,40,0.608871,0.229839,0.16129,Psoriasis6
Gray60Brown59,159,66,51,0.576087,0.23913,0.184783,Psoriasis6
Gray60Brown65,145,50,32,0.638767,0.220264,0.140969,Psoriasis6
Gray59Brown61,154,57,43,0.606299,0.224409,0.169291,Psoriasis6
Gray60Brown60,157,68,47,0.577206,0.25,0.172794,Psoriasis6
Gray59Brown56,166,74,59,0.555184,0.247492,0.197324,Psoriasis6
Gray72Brown71,119,32,30,0.657459,0.176796,0.165746,Psoriasis6
Gray76Brown77,102,19,16,0.744526,0.138686,0.116788,Psoriasis6
Gray75Brown75,106,24,21,0.701987,0.15894,0.139073,Psoriasis6
Gray73Brown75,110,18,17,0.758621,0.124138,0.117241,Psoriasis6
Brown81,94,4,3,0.930693,0.039604,0.029703,Psoriasis6
Gray76Brown78,100,12,11,0.813008,0.097561,0.089431,Psoriasis6
Gray72Brown71,115,31,31,0.649718,0.175141,0.175141,Psoriasis6
Gray73Pink57,146,73,88,0.47557,0.237785,0.286645,lph4
Gray71Pink55,154,78,88,0.48125,0.24375,0.275,lph4
Gray75Pink60,135,68,77,0.482143,0.242857,0.275,lph4
Gray69Pink57,151,70,81,0.5,0.231788,0.268212,lph4
Gray69Pink54,159,78,90,0.486239,0.238532,0.275229,lph4
Gray71Pink51,163,88,97,0.468391,0.252874,0.278736,lph4
Gray71Pink47,162,107,116,0.420779,0.277922,0.301299,lph4
Gray68Pink47,167,102,110,0.440633,0.269129,0.290237,lph4
Gray62Pink43,173,113,120,0.426108,0.278325,0.295567,lph4
Gray70Pink47,165,107,112,0.429688,0.278646,0.291667,lph4
Gray76Pink50,159,98,103,0.441667,0.272222,0.286111,lph4
Gray81Pink63,122,68,78,0.455224,0.253731,0.291045,lph4
Gray82Pink55,138,90,105,0.414414,0.27027,0.315315,lph4
Gray82Pink58,131,82,93,0.428105,0.267974,0.303922,lph4
Gray80Pink60,128,74,88,0.441379,0.255172,0.303448,lph4
Gray90Pink57,121,96,105,0.375776,0.298137,0.326087,lph4
Gray90Pink57,122,96,102,0.38125,0.3,0.31875,lph4
Gray91Pink56,125,100,102,0.382263,0.30581,0.311927,lph4
Gray90Pink56,126,100,106,0.379518,0.301205,0.319277,lph4
Gray91Pink55,126,103,110,0.371681,0.303835,0.324484,lph4
Gray91Pink59,116,91,97,0.381579,0.299342,0.319079,lph4
Gray92Pink57,119,98,103,0.371875,0.30625,0.321875,lph4
Gray90Pink54,131,106,109,0.378613,0.306358,0.315029,lph4
Gray91Pink55,125,103,107,0.373134,0.307463,0.319403,lph4
Gray91Pink55,126,103,104,0.378378,0.309309,0.312312,lph4
Gray91Pink52,134,109,110,0.379603,0.308782,0.311615,lph4
Gray80Pink44,149,131,131,0.36253,0.318735,0.318735,lph4
Gray85Pink47,145,126,126,0.365239,0.31738,0.31738,lph4
Gray86Pink48,143,122,123,0.368557,0.314433,0.31701,lph4
Gray91Pink50,139,116,117,0.373656,0.311828,0.314516,lph4
Gray82Pink46,148,128,131,0.363636,0.314496,0.321867,lph4
Gray78Pink43,152,134,137,0.359338,0.316785,0.323877,lph4
Gray80Pink44,152,131,134,0.364508,0.314149,0.321343,lph4
Gray74Pink42,157,139,140,0.360092,0.318807,0.321101,lph4
Gray77Pink43,153,135,134,0.362559,0.319905,0.317536,lph4
Gray75Pink43,155,135,137,0.362998,0.316159,0.320843,lph4
Gray92Pink59,115,94,100,0.372168,0.304207,0.323625,lph4
Gray52Brown37,183,157,140,0.38125,0.327083,0.291667,lph4
Gray55Brown38,179,153,137,0.381663,0.326226,0.292111,lph4
Gray53Brown37,180,154,140,0.379747,0.324895,0.295359,lph4
Gray51Brown36,183,157,144,0.378099,0.32438,0.297521,lph4
Gray56Brown39,179,154,134,0.383298,0.329764,0.286938,lph4
Gray59Brown40,176,150,131,0.38512,0.328228,0.286652,lph4
Gray57Brown39,176,150,135,0.381779,0.32538,0.292842,lph4
Gray61Brown41,172,146,127,0.386517,0.32809,0.285393,lph4
Gray49Brown35,186,160,147,0.377282,0.324544,0.298174,lph4
